YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201507,97068,583662,1,.31,"WSW","CHATHAM",42.3477,-73.6053,4220862,7336318
201507,97068,583668,1,1.17,"W","WEMPLE",42.5777,-73.8029,4234662,7348174
201507,97368,593789,1,2.66,"NNE","CAMBRIA",40.8669,-93.3852,4052014,9323112
201507,97368,593789,2,2.7,"NNE","CAMBRIA",40.8669,-93.3831,4052014,9322986
201507,97368,593789,3,2.97,"NNE","CAMBRIA",40.8711,-93.3831,4052266,9322986
201507,97368,593789,4,2.92,"NNE","CAMBRIA",40.8709,-93.3855,4052254,9323130
201507,97369,585669,1,.69,"N","KELLERTON",40.71,-94.05,4042600,943000
201507,97369,585670,1,2.1,"W","BLOCKTON",40.62,-94.51,4037200,9430600
201507,97369,593506,1,1.56,"W","BLOCKTON",40.6183,-94.4997,4037098,9429982
201506,97370,585700,1,8.46,"NNW","SELZ",47.96,-99.96,4757600,9957600
201506,97370,585702,1,.83,"SE","GRACE CITY",47.54,-98.81,4732400,9848600
201506,97370,585704,1,.46,"W","TOWNER",48.35,-100.41,4821000,10024600
201506,97370,585705,1,.46,"W","TOWNER",48.35,-100.41,4821000,10024600
201506,97370,585707,1,6.7,"NW","SELZ",47.92,-99.98,4755200,9958800
201506,97370,585709,1,1.86,"W","HARVEY",47.77,-99.94,4746200,9956400
201506,97370,585711,1,4.43,"ENE","CHASELEY",47.47,-99.71,4728200,9942600
201505,97372,585729,1,3.07,"SSE","(SHR)SHERIDAN CO ARP",44.7321,-106.9475,4443926,10656850
201505,97372,585729,2,.79,"NNE","(SHR)SHERIDAN CO ARP",44.7798,-106.9715,4446788,10658290
201505,97372,585729,3,.73,"W","FT MACKENZIE",44.7999,-106.9849,4447994,10659094
201505,97372,585729,4,1.37,"N","SHERIDAN",44.8196,-106.9547,4449176,10657282
201505,97372,585729,5,1.25,"SSE","SHERIDAN",44.7826,-106.943,4446956,10656580
201506,97373,585734,1,9.4,"SE","ALKABO",48.77,-103.73,4846200,10343800
201506,97373,585735,1,10.84,"SSE","COTEAU",48.6,-102.25,4836000,10215000
201506,97373,585736,1,11.76,"S","RHAME",46.06,-103.66,463600,10339600
201506,97373,585737,1,5.55,"S","MOTT MUNI ARPT",46.27,-102.33,4616200,10219800
201506,97373,585738,1,.47,"E","NEW SALEM",46.85,-101.41,4651000,10124600
201506,97373,585740,1,.47,"E","NEW SALEM",46.85,-101.41,4651000,10124600
201506,97373,585742,1,3.35,"SE","JUDSON",46.79,-101.23,4647400,10113800
201506,97373,586691,1,2.8,"N","ST ANTHONY",46.66,-100.91,4639600,10054600
201506,97373,586692,1,0,"N","CARRINGTON ARPT",47.45,-99.15,4727000,999000
201506,97373,586693,1,0,"N","LINTON",46.27,-100.23,4616200,10013800
201506,97373,586694,1,0,"N","LINTON",46.27,-100.23,4616200,10013800
201506,97373,586695,1,14.05,"WSW","RHAME",46.15,-103.92,469000,10355200
201506,97492,586606,1,17.92,"ENE","IRON MOUNTAIN",41.64,-104.9,4138400,10454000
201508,97493,598380,1,1.84,"ESE","TALUCAH",34.54,-86.65,3432400,8639000
201508,97493,598382,1,.38,"N","OAKWOOD COLLEGE",34.7555,-86.6302,3445330,8637812
201508,97493,598382,2,.98,"W","HUNTSVILLE MILLS ARP",34.7506,-86.5672,3445036,8634032
201508,97493,598383,1,1.18,"W","UNION GROVE",34.9323,-86.5007,3455938,8630042
201508,97493,598384,1,.7,"W","OAKWOOD COLLEGE",34.751,-86.6423,3445060,8638538
201508,97493,598385,1,.9,"NW","FALKVILLE",34.38,-86.91,3422800,8654600
201508,97493,598385,2,.62,"NE","FALKVILLE",34.3766,-86.8927,3422596,8653562
201508,97493,598386,1,2.33,"SE","GUNTERSVILLE MUNI AR",34.3748,-86.2428,3422488,8614568
201508,97493,598387,1,5,"SW","GUNTERSVILLE",34.2788,-86.312,3416728,8618720
201508,97493,598387,2,4,"SSW","GUNTERSVILLE",34.2765,-86.2768,3416590,8616608
201508,97493,598388,1,5.03,"ESE","BREMEN",33.95,-86.89,3357000,8653400
201508,97493,598389,1,1,"NNW","CULLMAN",34.1934,-86.8367,3411604,8650202
201507,97495,586619,1,1.7,"NE","(VOK)VOLK AAF CAMP D",43.94,-90.25,4356400,9015000
201507,97495,586621,1,0,"N","NECEDAH",44.03,-90.08,441800,904800
201507,97495,586625,1,0,"N","ARKDALE",44.03,-89.88,441800,8952800
201507,97495,586627,1,.5,"W","MONROE CENTER",44.12,-89.96,447200,8957600
201507,97495,592650,1,4.95,"E","NEW ROME",44.2186,-89.7813,4413116,8946878
201507,97495,592652,1,1.64,"ESE","MONROE CENTER",44.1114,-89.9192,446684,8955152
201506,97496,586624,1,4,"NE","ROCKERVILLE",44.0009,-103.3031,4454,10318186
201506,97497,588781,1,2.15,"NNW","SOLOMON",32.85,-109.63,3251000,10937800
201506,97497,588781,2,1.38,"E","LONE STAR",32.8165,-109.6565,3248990,10939390
201506,97498,588801,1,4.13,"SE","SABINO",32.2509,-110.7797,3215054,11046782
201506,97498,588801,2,0,"N","EMERY PARK",32.13,-110.95,327800,11057000
201506,97498,588802,1,1.18,"W","DOUGLAS ARPT",31.35,-109.52,3121000,10931200
201506,97498,590192,1,.69,"SE","BENSON",31.9636,-110.291,3157816,11017460
201506,97498,590192,2,.12,"WNW","BENSON",31.971,-110.3018,3158260,11018108
201506,97500,590236,1,2,"WSW","SAHUARITA",31.9389,-110.9815,3156334,11058890
201506,97500,590236,2,.84,"ESE","SAN XAVIER",31.9668,-111.0861,3158008,1115166
201506,97500,590297,1,10.83,"ESE","SILVER BELL",32.2947,-111.3445,3217682,11120670
201506,97500,590297,2,10.87,"SE","SILVER BELL",32.2852,-111.3514,3217112,11121084
201506,97501,590947,1,0,"N","SUMMERHAVEN",32.45,-110.77,3227000,11046200
201506,97501,590976,1,4.29,"W","SABINO",32.3086,-110.8927,3218516,11053562
201506,97501,590976,2,2.96,"S","OLD TUSCON",32.1771,-111.1296,3210626,1117776
201506,97501,590985,1,1.77,"E","SIERRA VISTA",31.55,-110.27,3133000,11016200
201506,97501,590985,2,.78,"S","SIERRA VISTA",31.5388,-110.3016,3132328,11018096
201506,97501,590986,1,1.66,"E","SIERRA VISTA",31.5547,-110.2723,3133282,11016338
201506,97501,590990,1,1.32,"NE","TUCSON",32.244,-110.9146,3214640,11054876
201506,97501,590990,2,3.53,"NNE","DREXEL HGTS",32.2281,-110.9997,3213686,11059982
201506,97501,590991,1,4.84,"E","TUSCON RYAN FLD ARPT",32.1311,-111.0873,327866,1115238
201506,97501,590992,1,4.37,"SSE","VAIL JCT",31.9709,-110.6933,3158254,11041598
201506,97501,590992,2,5.46,"SSW","VAIL JCT",31.9616,-110.7667,3157696,11046002
201506,97501,590999,1,1.41,"E","SAHUARITA",31.9518,-110.926,3157108,11055560
201506,97501,590999,2,.86,"E","SAHUARITA",31.9514,-110.9354,3157084,11056124
201506,97501,591003,1,2.25,"NW","SAHUARITA",31.9763,-110.9727,3158578,11058362
201506,97501,591007,1,.13,"S","HUACHCA VLG",31.6281,-110.3302,3137686,11019812
201506,97501,591007,2,.38,"WSW","HUACHCA VLG",31.6283,-110.3361,3137698,11020166
201506,97501,591011,1,3.28,"SSE","SIERRA VISTA",31.51,-110.27,3130600,11016200
201506,97501,591013,1,.91,"SE","RIO RICO",31.49,-110.97,3129400,11058200
201506,97501,591015,1,.43,"NNW","BENSON",31.9752,-110.3039,3158512,11018234
201508,97502,586667,1,.85,"S","CAPE CANAVERAL",28.3677,-80.6006,2822062,8036036
201508,97503,586668,1,5.45,"N","CAPE CANAVERAL",28.4586,-80.5923,2827516,8035538
201508,97503,586670,1,14.21,"NNE","PLAYALINDA BEACH",28.7435,-80.7005,2844610,8042030
201508,97503,586675,1,15.65,"N","PLAYALINDA BEACH",28.7755,-80.8043,2846530,8048258
201508,97503,586677,1,17.29,"N","PLAYALINDA BEACH",28.7975,-80.7378,2847850,8044268
201508,97504,586678,1,12.01,"E","VERO BEACH",27.656,-80.376,2739360,8022560
201508,97504,586679,1,4.15,"N","SATELLITE BEACH",28.23,-80.598,2813800,8035880
201506,97505,586704,1,5.84,"NNE","GOLVA",46.81,-103.94,4648600,10356400
201506,97505,586705,1,10.67,"WNW","AMIDON",46.55,-103.52,4633000,10331200
201506,97505,586706,1,1.99,"NW","AMIDON",46.5,-103.35,4630000,10321000
201506,97505,586707,1,7.13,"NW","REGENT",46.49,-102.66,4629400,10239600
201506,97506,586713,1,2.73,"WSW","MARSHALL",47.11,-102.38,476600,10222800
201506,97506,586715,1,3.5,"SW","MARSHALL",47.1,-102.39,476000,10223400
201506,97506,586716,1,3.5,"SW","MARSHALL",47.1,-102.39,476000,10223400
201506,97506,586717,1,2.07,"S","BEULAH",47.24,-101.78,4714400,10146800
201506,97506,586718,1,17.16,"WNW","HANNOVER",47.24,-101.75,4714400,10145000
201506,97506,588446,1,6.42,"SE","EMERSON",47.11,-102.56,476600,10233600
201506,97506,588446,2,6.51,"SE","EMERSON",47.109,-102.559,476540,10233540
201506,97507,586721,1,.46,"E","PLAZA",48.03,-101.96,481800,10157600
201506,97507,586722,1,12.14,"ENE","AMIDON",46.54,-103.08,4632400,1034800
201506,97507,586723,1,.83,"SSW","STANLEY MUNI ARPT",48.29,-102.41,4817400,10224600
201506,97507,586724,1,11.31,"SSE","NEW ENGLAND",46.37,-102.8,4622200,10248000
201506,97507,586725,1,5.4,"ENE","KONGSBERG",47.89,-100.7,4753400,10042000
201506,97507,586726,1,4.92,"S","MINOT",48.16,-101.3,489600,10118000
201506,97507,586727,1,1.15,"SW","PALERMO",48.32,-102.24,4819200,10214400
201506,97507,586728,1,8.3,"N","HALLIDAY",47.47,-102.34,4728200,10220400
201506,97507,586729,1,.92,"W","MINOT",48.23,-101.3,4813800,10118000
201506,97507,586730,1,.46,"E","BURLINGTON",48.28,-101.41,4816800,10124600
201506,97507,586731,1,9.67,"S","COTEAU",48.61,-102.32,4836600,10219200
201506,97507,587716,1,.46,"E","TRENTON",48.07,-103.84,484200,10350400
201506,97507,587716,2,1.66,"WSW","TRENTON",48.0634,-103.8847,483804,10353082
201506,97507,587716,3,2.28,"SSW","TRENTON",48.0385,-103.8649,482310,10351894
201506,97507,587716,4,1.62,"ESE","TRENTON",48.0614,-103.8174,483684,10349044
201508,97508,586980,1,.77,"WNW","DAVISVILLE",39.1061,-82.612,396366,8236720
201505,97778,587966,2,1.58,"WNW","BENTON SALINE CO ARP",34.5747,-92.6273,3434482,9237638
201505,97778,587966,3,2.59,"SSW","BENTON SALINE CO ARP",34.5383,-92.6242,3432298,9237452
201505,97778,587966,4,1.9,"S","BENTON SALINE CO ARP",34.5425,-92.6,3432550,9236000
201505,97778,587969,1,.26,"WNW","GILBERT",35.9809,-92.7244,3558854,9243464
201505,97778,587969,2,.73,"WNW","SILVER HILL",35.9746,-92.7619,3558476,9245714
201505,97778,587969,3,.91,"SW","DUFF",35.9894,-92.7795,3559364,9246770
201505,97778,587969,4,1.87,"ENE","DUFF",36.007,-92.7377,36420,9244262
201505,97778,587970,1,0,"N","PATTERSON",35.25,-91.23,3515000,9113800
201505,97778,587970,2,1.23,"NNE","RIVERSIDE",35.2961,-91.2209,3517766,9113254
201505,97778,587970,3,1.47,"NW","RIVERSIDE",35.2961,-91.247,3517766,9114820
201505,97778,587970,4,.35,"WNW","CAVELL",35.2518,-91.2559,3515108,9115354
201505,97778,587972,1,.77,"SW","CALICO ROCK",36.1111,-92.1382,366666,928292
201505,97778,587972,2,.76,"WSW","CALICO ROCK",36.1149,-92.142,366894,928520
201505,97778,587972,3,1.12,"WSW","CALICO ROCK",36.1165,-92.1496,366990,928976
201505,97778,587972,4,1.09,"W","CALICO ROCK",36.1197,-92.1495,367182,928970
201505,97778,587972,5,.78,"WSW","CALICO ROCK",36.1172,-92.1435,367032,928610
201505,97778,587972,6,.61,"SW","CALICO ROCK",36.1146,-92.1386,366876,928316
201505,97778,587973,1,0,"N","BATESVILLE",35.77,-91.65,3546200,9139000
201505,97778,587973,2,1.69,"ESE","BATESVILLE",35.7594,-91.6229,3545564,9137374
201505,97778,587973,3,.96,"N","RAMSEY HILL",35.7439,-91.6298,3544634,9137788
201505,97778,587973,4,1.01,"S","BATESVILLE",35.7555,-91.651,3545330,9139060
201505,97778,587974,1,0,"N","NEWPORT",35.6,-91.27,3536000,9116200
201505,97778,587974,2,1.33,"SSW","NEWPORT",35.582,-91.2785,3534920,9116710
201505,97778,587974,3,2.58,"ENE","NUCKLES",35.5789,-91.3254,3534734,9119524
201505,97778,587974,4,.99,"SSE","JACKSONPORT",35.6177,-91.3108,3537062,9118648
201505,97778,587974,5,1.35,"SSE","REAMEY",35.6509,-91.3153,3539054,9118918
201505,97778,587974,6,1.08,"NNW","DIAZ",35.6451,-91.2751,3538706,9116506
201505,97778,587976,1,.64,"S","RUFFWOOD",35.2609,-91.3721,3515654,9122326
201505,97778,587976,2,.54,"WSW","NEW AUGUSTA",35.2661,-91.3584,3515966,9121504
201505,97778,587976,3,1.66,"N","AUGUSTA",35.3041,-91.3697,3518246,9122182
201505,97778,587976,4,2.62,"NNW","AUGUSTA",35.3124,-91.3942,3518744,9123652
201505,97778,587976,5,1.52,"W","AUGUSTA",35.2765,-91.3966,3516590,9123796
201507,97191,586113,4,.73,"NW","THOUSANDSTICKS",37.1872,-83.4298,3711232,8325788
201507,97191,586115,1,.69,"N","DWARF",37.34,-83.13,3720400,837800
201507,97191,586115,2,.84,"NNE","DWARF",37.3406,-83.1225,3720436,837350
201507,97191,586115,3,.76,"NNE","DWARF",37.3393,-83.1225,3720358,837350
201507,97191,586115,4,.25,"ENE","DWARF",37.3313,-83.1257,3719878,837542
201507,97191,586115,5,.47,"NW","DWARF",37.3351,-83.1356,3720106,838136
201507,97191,586116,1,.55,"W","LETCHER",37.15,-82.98,379000,8258800
201507,97191,586116,2,1.14,"W","LETCHER",37.1503,-82.9906,379018,8259436
201507,97191,586116,3,1.21,"WSW","LETCHER",37.1458,-82.9914,378748,8259484
201507,97191,586116,4,.73,"WSW","LETCHER",37.1456,-82.982,378736,8258920
201507,97191,586129,1,.69,"N","WARCO",37.56,-82.78,3733600,8246800
201507,97191,586129,2,.64,"WNW","GARTH",37.583,-82.7811,3734980,8246866
201507,97191,586129,3,.37,"NNE","GARTH",37.5851,-82.7683,3735106,8246098
201507,97191,586129,4,.21,"SE","ALPHORETTA",37.5677,-82.7676,3734062,8246056
201507,97191,586130,1,1.13,"NNE","MANTON",37.5658,-82.7947,3733948,8247682
201507,97191,586130,2,.39,"S","ALPHORETTA",37.5643,-82.7696,3733858,8246176
201507,97191,586130,3,.24,"ESE","WARCO",37.5484,-82.7762,3732904,8246572
201507,97191,586130,4,.03,"SSW","MANTON",37.5496,-82.8002,3732976,8248012
201507,97191,586131,1,1.76,"SW","FRENCHBURG",37.93,-83.65,3755800,8339000
201507,97191,586131,2,1.43,"NNE","TABOR",37.9391,-83.6696,3756346,8340176
201507,97191,586131,3,.45,"N","TABOR",37.9264,-83.6811,3755584,8340866
201507,97191,586131,4,.78,"E","TABOR",37.921,-83.6657,3755260,8339942
201507,97191,586132,1,.69,"S","WEST LIBERTY",37.91,-83.27,3754600,8316200
201507,97191,586132,2,.84,"SSW","WEST LIBERTY ARPT",37.9082,-83.2534,3754492,8315204
201507,97191,586132,3,1.18,"E","INDEX",37.8971,-83.2588,3753826,8315528
201507,97191,586132,4,.57,"NNW","INDEX",37.9075,-83.2843,3754450,8317058
201507,97191,586133,1,0,"N","HINDMAN",37.33,-82.98,3719800,8258800
201507,97191,586133,2,.87,"ENE","HINDMAN",37.3332,-82.9646,3719992,8257876
201507,97191,586133,3,1.09,"ESE","HINDMAN",37.3264,-82.9608,3719584,8257648
201507,97191,586133,4,.48,"SSE","HINDMAN",37.3241,-82.9754,3719446,8258524
201507,97191,586135,1,1.3,"WSW","BEAR BRANCH",37.16,-83.55,379600,8333000
201507,97191,586135,2,.83,"WSW","BEAR BRANCH",37.1638,-83.543,379828,8332580
201507,97191,586135,3,.99,"WSW","BEAR BRANCH",37.1671,-83.5477,3710026,8332862
201507,97191,586135,4,1.35,"WSW","BEAR BRANCH",37.1658,-83.5539,379948,8333234
201507,97191,586136,1,.55,"E","HINDMAN",37.33,-82.97,3719800,8258200
201507,97191,586136,2,.71,"E","HINDMAN",37.329,-82.9671,3719740,8258026
201507,97191,586136,3,.77,"E","HINDMAN",37.3304,-82.9661,3719824,8257966
201507,97191,586136,4,.61,"E","HINDMAN",37.3309,-82.9689,3719854,8258134
201507,97191,586138,1,.69,"N","MIRACLE",36.76,-83.58,3645600,8334800
201507,97191,586138,2,.7,"SE","WESSELL",36.7636,-83.5902,3645816,8335412
201507,97191,586138,3,.87,"WNW","MIRACLE",36.7527,-83.5953,3645162,8335718
201507,97191,586138,4,.34,"WNW","MIRACLE",36.7518,-83.5857,3645108,8335142
201507,97191,586139,1,.89,"SE","CALVIN",36.71,-83.61,3642600,8336600
201507,97191,586139,2,.77,"SSE","CALVIN",36.7095,-83.6155,3642570,8336930
201507,97191,586139,3,1.03,"SSE","CALVIN",36.7059,-83.6143,3642354,8336858
201507,97191,586139,4,1.63,"SSE","CALVIN",36.6974,-83.6115,3641844,8336690
201507,97191,586139,5,1.38,"S","PAGE",36.7001,-83.5997,3642006,8335982
201507,97191,586141,1,2.06,"SSE","GILREATH",36.6519,-84.3879,3639114,8423274
201507,97191,586141,2,2.13,"NW","CREEKMORE",36.6448,-84.3729,3638688,8422374
201507,97191,586141,3,2.04,"NW","CREEKMORE",36.6396,-84.3777,3638376,8422662
201507,97191,586141,4,2.27,"E","PINE KNOT",36.6449,-84.3896,3638694,8423376
201507,97191,586144,1,0,"N","SOMERSET",37.1,-84.6,376000,8436000
201507,97191,586144,2,.76,"NNW","WEST SOMERSET",37.0908,-84.6229,375448,8437374
201507,97191,586144,3,.54,"SE","WEST SOMERSET",37.0742,-84.6134,374452,8436804
201507,97191,586144,4,1.08,"NNE","FERGUSON",37.0839,-84.591,375034,8435460
201507,97191,586150,1,0,"N","BULAN",37.3,-83.17,3718000,8310200
201507,97191,586150,2,.81,"NNE","BULAN",37.31,-83.1622,3718600,839732
201507,97191,586150,3,1,"ENE","BULAN",37.3058,-83.1533,3718348,839198
201507,97191,586150,4,.53,"E","BULAN",37.299,-83.1605,3717940,839630
201507,97191,586152,1,1.86,"SW","PIGEONROOST",37.1035,-83.8268,376210,8349608
201507,97191,586152,2,1.6,"SW","PIGEONROOST",37.1041,-83.8211,376246,8349266
201507,97191,586152,3,1.8,"SW","PIGEONROOST",37.0998,-83.8207,375988,8349242
201507,97191,586152,4,2.1,"SW","PIGEONROOST",37.0988,-83.8272,375928,8349632
201507,97191,586153,1,.63,"SSW","BROWN CHAPEL",37.1624,-83.3062,379744,8318372
201507,97191,586153,2,.28,"SW","BROWN CHAPEL",37.1671,-83.3036,3710026,8318216
201507,97191,586153,3,.65,"SE","BROWN CHAPEL",37.164,-83.2909,379840,8317454
201507,97191,586153,4,.79,"SSE","BROWN CHAPEL",37.1592,-83.2957,379552,8317742
201507,97191,586154,1,.88,"NE","MT VERNON",37.36,-84.34,3721600,8420400
201507,97191,586155,1,1.3,"WSW","CARY",36.79,-83.67,3647400,8340200
201507,97191,586156,1,0,"N","CONFLUENCE",37.27,-83.38,3716200,8322800
201507,97191,586157,1,0,"N","LONDON",37.13,-84.08,377800,844800
201507,97191,586159,1,.69,"N","LEE CITY",37.74,-83.33,3744400,8319800
201507,97191,586161,1,.89,"NE","OIL VLY",36.78,-84.77,3646800,8446200
201507,97191,586162,1,.69,"S","MONTICELLO WAYNE ARP",36.84,-84.85,3650400,8451000
201507,97191,586163,1,.88,"NE","MT VERNON",37.36,-84.34,3721600,8420400
201507,97191,586164,1,4.09,"SSW","BROUGHTENTOWN",37.33,-84.59,3719800,8435400
201507,97191,586165,1,.88,"SW","CORBIN",36.94,-84.11,3656400,846600
201507,97191,586166,1,.69,"S","MONTICELLO WAYNE ARP",36.84,-84.85,3650400,8451000
201507,97191,586167,1,.55,"E","HARGETT",37.78,-84.01,3746800,84600
201507,97191,586168,1,2.65,"ENE","FLEMINGSBURG JCT",38.47,-83.7583,3828200,8345498
201507,97191,586168,2,.75,"NW","BEECHBURG",38.4587,-83.6384,3827522,8338304
201507,97191,586169,1,.88,"NW","MOREHEAD",38.19,-83.44,3811400,8326400
201507,97191,586170,1,.4,"NNW","RODBURN",38.2052,-83.4033,3812312,8324198
201507,97191,586170,2,.79,"NNE","RODBURN",38.2111,-83.3965,3812666,8323790
201507,97191,586171,1,0,"N","SALT LICK",38.12,-83.62,387200,8337200
201507,97191,586172,1,.69,"N","PRESTON",38.09,-83.75,385400,8345000
201507,97191,586173,1,1.63,"E","ZILPO",38.07,-83.47,384200,8328200
201507,97191,586174,1,0,"N","EWING",38.43,-83.87,3825800,8352200
201506,97662,587413,1,3.35,"ESE","COTTONWOOD",43.96,-101.854,4357600,10151240
201506,97662,587414,1,7.38,"NE","BELVIDERE",43.8911,-101.1484,4353466,1018904
201506,97662,587415,1,17,"NNW","MIDLAND",44.2973,-101.2813,4417838,10116878
201506,97662,587416,1,9.97,"NNE","WOOD",43.6218,-100.3731,4337308,10022386
201506,97662,590126,1,2.4,"NNW","ST ONGE",44.579,-103.747,4434740,10344820
201506,97663,587417,1,2.74,"E","SHERIDAN LAKE",43.979,-103.425,4358740,10325500
201506,97663,587418,1,0,"N","(RAP)RAPID CITY ARPT",44.05,-103.05,443000,1033000
201506,97663,587419,1,.68,"SE","RAPID CITY",44.0727,-103.2109,444362,10312654
201506,97663,590209,1,.49,"NE","SILVER CITY",44.085,-103.563,445100,10333780
201506,97664,587420,1,6.93,"N","BELVIDERE",43.93,-101.28,4355800,10116800
201506,97664,587421,1,7.49,"N","HAMILL",43.7082,-99.6887,4342492,9941322
201506,97665,587422,1,7,"N","GILLETTE",44.3913,-105.5,4423478,10530000
201506,97665,587423,1,4,"N","GILLETTE",44.3479,-105.5,4420874,10530000
201506,97665,587429,1,4.86,"S","LIGHTNING FLAT",44.9,-105.04,4454000,1052400
201506,97665,587430,1,7.71,"S","LIGHTNING FLAT",44.8588,-105.0375,4451528,1052250
201506,97665,590282,1,7,"NNE","GILLETTE",44.3836,-105.4458,4423016,10526748
201506,97666,587424,1,13.15,"SW","GILLETTE",44.15,-105.68,449000,10540800
201506,97666,587425,1,18.51,"SSW","ROZET",44.03,-105.334,441800,10520040
201506,97666,587426,1,18.86,"SW","UPTON",43.931,-104.928,4355860,10455680
201506,97666,587427,1,11.41,"W","UPTON",44.1,-104.86,446000,10451600
201506,97666,587428,1,0,"N","NEWCASTLE",43.85,-104.22,4351000,10413200
201506,97667,587431,1,11.56,"ENE","RECLUSE",44.8,-105.49,4448000,10529400
201506,97668,587432,1,4.27,"SSW","RAPID CITY",44.02,-103.2404,441200,10314424
201506,97669,587433,1,1,"ESE","PACTOLA RESERVOIR",44.0645,-103.4614,443870,10327684
201506,97669,587434,1,1.2,"N","HISEGA",44.0674,-103.4,444044,10324000
201506,97669,587435,1,4.28,"SSW","RAPID CITY",44.02,-103.2409,441200,10314454
201506,97669,587436,1,7.64,"SSE","RAPID CITY",43.976,-103.1681,4358560,10310086
201506,97669,587437,1,7,"ESE","FARMINGDALE",43.9312,-102.75,4355872,10245000
201506,97670,587438,1,0,"N","OELRICHS",43.18,-103.23,4310800,10313800
201508,97671,592868,1,3.31,"ESE","AMISTAD RES EAST",29.48,-100.95,2928800,10057000
201508,97671,592869,1,.6,"E","BRACKETTVILLE",29.32,-100.41,2919200,10024600
201508,97671,592870,1,1.51,"NNE","DARLING",29.02,-100.39,291200,10023400
201508,97671,592871,1,0,"N","CASTROVILLE MUNI ARP",29.33,-98.85,2919800,9851000
201508,97671,592872,1,.91,"SW","LOCKHART",29.87,-97.68,2952200,9740800
201506,97672,587439,1,0,"N","PRINGLE",43.61,-103.59,4336600,10335400
201506,97672,587440,1,3.62,"SW","HOT SPRINGS",43.398,-103.537,4323880,10332220
201506,97672,587441,1,0,"N","PINE RIDGE",43.03,-102.56,431800,10233600
201506,97672,587443,1,1,"ESE","PINE RIDGE",43.0245,-102.5417,431470,10232502
201508,97673,587445,1,0,"N","FOLSOM",36.85,-103.92,3651000,10355200
201508,97673,587451,1,3,"N","CAPULIN",36.7834,-103.99,3647004,10359400
201508,97673,587452,1,3.04,"NNE","CAPULIN",36.7832,-103.9792,3646992,10358752
201508,97673,587452,2,2.72,"NNE","CAPULIN",36.7765,-103.9714,3646590,10358284
201508,97673,587452,3,3.3,"NNE","CAPULIN",36.7823,-103.9623,3646938,10357738
201508,97673,587452,4,3.27,"NNE","CAPULIN",36.7854,-103.9736,3647124,10358416
201506,97674,587446,1,0,"N","MANDERSON",43.23,-102.48,4313800,10228800
201506,97674,587447,1,0,"N","MANDERSON",43.23,-102.48,4313800,10228800
201506,97676,587449,1,6.7,"SSE","ROZET",44.186,-105.167,4411160,10510020
201506,97676,587450,1,11.41,"W","UPTON",44.1,-104.86,446000,10451600
201506,97677,587453,1,1.53,"N","LIGHTNING FLAT",44.992,-105.047,4459520,1052820
201506,97677,587455,1,1.53,"N","LIGHTNING FLAT",44.992,-105.047,4459520,1052820
201506,97677,587456,1,11.87,"N","HULETT",44.85,-104.565,4451000,10433900
201506,97677,590304,1,0,"N","ALADDIN",44.64,-104.18,4438400,10410800
201507,97678,587458,1,3.59,"SSW","WOODSTOCK",43.97,-96.12,4358200,967200
201506,97679,587459,1,4,"E","SPEARFISH",44.49,-103.7789,4429400,10346734
201506,97679,587460,1,1.73,"NNW","SPEARFISH",44.514,-103.87,4430840,10352200
201506,97679,587461,1,1.81,"NW","SPEARFISH",44.505,-103.89,4430300,10353400
201506,97679,587462,1,1,"ESE","SPEARFISH",44.4845,-103.8413,4429070,10350478
201506,97679,587463,1,3.08,"NNW","SPEARFISH",44.532,-103.881,4431920,10352860
201506,97679,590310,1,0,"N","SPEARFISH",44.49,-103.86,4429400,10351600
201507,97681,587464,1,.85,"NE","MADISON",44.01,-97.11,44600,976600
201506,97682,587465,1,12,"W","WRIGHT",43.75,-105.7304,4345000,10543824
201506,97682,587466,1,18.21,"SE","WRIGHT",43.54,-105.27,4332400,10516200
201506,97683,587467,1,16.66,"WNW","ROCKYPOINT",45,-105.41,4500,10524600
201506,97683,587467,2,11.58,"NW","ROCKYPOINT",45,-105.29,4500,10517400
201506,97683,587467,3,6.56,"SE","WESTON",44.56,-105.24,4433600,10514400
201506,97683,587467,4,5.22,"SSW","WESTON",44.56,-105.37,4433600,10522200
201507,97684,587468,1,.69,"N","AVON",43.01,-98.07,43600,984200
201507,97684,587469,1,0,"N","VIBORG",43.17,-97.08,4310200,974800
201506,97685,587470,1,7.62,"W","INTERIOR",43.7,-102.13,4342000,1027800
201506,97685,587470,2,8.91,"SE","CACTUS FLATS",43.75,-101.76,4345000,10145600
201506,97685,587470,3,7.75,"N","WANBLEE",43.68,-101.64,4340800,10138400
201506,97685,587470,4,8.1,"SW","INTERIOR",43.65,-102.11,4339000,1026600
201507,97686,587471,1,.86,"SW","ALLEN",42.41,-96.84,4224600,9650400
201507,97686,587478,1,2.06,"SE","PONCA",42.55,-96.67,4233000,9640200
201507,97686,587479,1,.86,"SE","SOUTH SIOUX CITY",42.47,-96.41,4228200,9624600
201506,97687,587476,1,5.53,"N","OGLALA",43.26,-102.75,4315600,10245000
201506,97687,587476,2,6.85,"SE","SLIM BUTTE",43,-102.75,4300,10245000
201506,97687,587476,3,6.56,"SSW","SLIM BUTTE",43,-102.9,4300,10254000
201506,97687,587476,4,12.53,"NW","OGLALA",43.33,-102.89,4319800,10253400
